OBJECTID,IDESTACION,FECHAACTUAL,MODO,CODIGOESTACION,DENOMINACION,OBSERVACIONES,SITUACION,CODIGOCTMESTACIONREDMETRO,CODIGOEMPRESA,DENOMINACIONABREVIADA,MODOINTERCAMBIADOR,CODIGOINTERCAMBIADOR,TIPO,CODIGOPROVINCIA,CODIGOMUNICIPIO,CODIGOENTIDAD,CODIGONUCLEO,CODIGOVIA,TIPOVIA,PARTICULA,NOMBREVIA,TIPONUMERO,NUMEROPORTAL,CALIFICADORPORTAL,CARRETERA,CODIGOPOSTAL,DISTRITO,SECCIONCENSAL,BARRIO,TESELA,SECTORURBANO,SECTOR,CORREDOR,CORONATARIFARIA,CORONA123,ZONATRANSPORTE,ENCUESTADOMICILIARIA,ENCUESTAAFOROS,HOJA25000,ACONDICIONAMIENTOVIAJEROS,ACONDICIONAMIENTOVEHICULOS,FECHAALTA,FECHAINICIO,FECHAFIN,X,Y,GRADOACCESIBILIDAD,SITUACIONCALLE,DENOMINACION_SAE,INTERURBANOS_CODIGOEMT_CRTM,INTERURBANOS_CODIGOEMT_EMPRESA
83,8_12004,20160622,8,12004,AV.CALATALIFA-SAN LORENZO,,S,,,,,,U,28,181,18101,1810101,A0049,Avda, ,Calatalifa,N,26,,,28670,01,011,,T181332,1810101002,9,5,B2,2,181-005,1031,,558-4,1,0,20010621,19010101,,423398,4467536,T,,AV.CALATALIFA-SAN LORENZO,,
84,8_11962,20160622,8,11962,RONDA DE LA RAYA-ÁGUILAS,,S,,,,,,Z,28,176,17604,1760401,99999,Ronda,de la,Raya,N,42,,,28690,01,001,,,,9,5,B3,3,026-002,961,,,2,3,20010621,19010101,,417149,4476160,T,,RONDA DE LA RAYA-ÁGUILAS,,
85,8_11963,20160622,8,11963,RONDA DE LA RAYA-ÁGUILAS,,S,,,,,,Z,28,176,17606,1760603,99999,Cmno,de la,Raya,N,44,,,28690,01,001,,,,9,5,B3,3,176-001,1023,,558-2,2,3,20010621,19010101,,417163,4476161,T,,RONDA DE LA RAYA-ÁGUILAS,,
86,8_11764,20160622,8,11764,AV.DEL PINAR-PARQUE DE ORDESA,Calle de Parque Ordesa,S,,,,,,U,28,007,00701,0740202,00133,Avda,del,Pinar,N,45,,,28925,02,021,,T007377,,,5,B1,2,007-012,655,,559-3,2,3,20010621,19010101,,431779,4466871,T,,AV.DEL PINAR-PARQUE DE ORDESA,,
87,8_11965,20160622,8,11965,TRVA.SEÑUELO-RONDA DE LA RAYA,,S,,,,,,Z,28,176,17606,,A0190,Trva,,Señuelo,N,4,,,28690,01,,,,,9,5,B3,3,176-001,1023,,,2,3,20010621,19010101,,417290,4475629,T,,TRVA.SEÑUELO-RONDA DE LA RAYA,,
88,8_11966,20160622,8,11966,PºRADAR-MURCIA,,S,,,,,,U,28,104,10402,1040201,00348,Paseo,del,Radar,N,11,,,28860,01,001,,T104214,,,2,B1,2,104-001,912,,534-4,2,3,20010621,19010101,,455318,4484112,T,,PºRADAR-MURCIA,,
89,8_11967,20160622,8,11967,PºRADAR-AV.TORREJÓN DE ARDOZ,,S,,,,,,U,28,104,10402,1040201,00348,Paseo,del,Radar,N,2,A,,28860,01,001,,T104221,,,2,B1,2,104-001,912,,534-4,2,9,20010621,19010101,,455324,4484063,T,,PºRADAR-AV.TORREJÓN DE ARDOZ,,
90,8_11971,20160622,8,11971,DEHESA DE MARI MARTÍN-PºALPARRACHE,,S,,,,,,U,28,096,09603,0960301,A0052,Calle, ,Dehesa de Mari-Martín,N,18,,,28600,01,002,,T0966635,0960301001,7,5,B3,2,096-003,814,,581-2,2,3,20010621,19010101,,415292,4460702,T,,DEHESA DE MARI MARTÍN-PºALPARRACHE,,
91,8_12005,20160622,8,12005,AV.EUROPA-UNIVERSIDAD,,S,,,,,,U,28,007,00701,0070101,02609,Calle,de,Europa,N,2,,,28922,01,018,,T0077989,0070101029,7,5,B1,2,007-008,651,,559-3,2,3,20010621,19010101,,428344,4467236,T,,AV.EUROPA-UNIVERSIDAD,,
92,8_11977,20160622,8,11977,JOSÉ ISBERT-EST.JOSÉ ISBERT,,S,,,,93,405,U,28,115,11520,,A0386,Calle, ,José Isbert,N,2,,,28223,01,001,,T115502,,,5,B1,3,115-022,1009,,,2,3,20010621,19010101,,433111,4472151,T,,JOSÉ ISBERT-EST.JOSÉ ISBERT,,
93,8_11769,20160622,8,11769,NARDOS-PARQUE DE LOS CASTILLOS,,S,,,,,,U,28,007,00701,0070101,02480,Calle,los,Nardos,N,89,,,28925,02,030,,T007152,0070101004,7,5,B1,2,007-007,650,,559-3,2,3,20010621,19010101,,431710,4467796,T,,NARDOS-PARQUE DE LOS CASTILLOS,,
94,8_11979,20160622,8,11979,AV.MONTEPRÍNCIPE-HOSPITAL MONTEPRINCIPE,,S,,,,,,Z,28,022,02216,,A0101,Avda,de,Montepríncipe,N,14,,,28668,01,,,,,9,5,B2,3,022-009,958,,,2,3,20010621,19010101,,428518,4474285,T,,AV.MONTEPRÍNCIPE-HOSPITAL MONTEPRINCIPE,,
95,8_11768,20160622,8,11768,NARDOS-TULIPANES,,S,,,,,,U,28,007,00701,0070101,02480,Calle,los,Nardos,N,87,,,28925,02,030,,T007145,0070101004,7,5,B1,2,007-007,650,,559-3,2,3,20010621,19010101,,431703,4467816,T,,NARDOS-TULIPANES,,
96,8_11984,20160622,8,11984,PºENRIQUE TIERNO GALVÁN-COLEGIO,,S,,,,,,U,28,161,16101,,00679,Paseo,de,Enrique Tierno Galván,N,23,,,28340,01,,,,,7,4,B3,3,161-005,848,,,2,3,20010621,19010101,,442744,4448892,T,,PºENRIQUE TIERNO GALVÁN-COLEGIO,,
97,8_11985,20160622,8,11985,PºENRIQUE TIERNO GALVÁN-COLEGIO,,S,,,,,,U,28,161,16101,,00679,Paseo,de,Enrique Tierno Galván,N,23,,,28341,01,009,,T1611889,,,4,B3,2,161-008,851,,582-4,2,3,20010621,19010101,,442802,4448922,T,,PºENRIQUE TIERNO GALVÁN-COLEGIO,,
98,8_11986,20160622,8,11986,AV.MAR MEDITERRÁNEO-CENTRO COMERCIAL,,S,,,,,,U,28,161,16101,1610101,99999,Avda,del,Mar Mediterráneo,N,40,,,28340,01,001,,,,7,4,B3,3,161-008,851,,,2,3,20010621,19010101,,442301,4448735,T,,AV.MAR MEDITERRÁNEO-CENTRO COMERCIAL,,
99,8_11945,20160622,8,11945,CTRA.M512-URB.CERRILLO DEL CARMEN,,S,,,,,,T,28,125,12502,1250201,99999,Ctra,,M-521 (Fesnedillas),N,35,,M-512,28294,01,001,,,,13,6,C2,4,125-001,1166,,,3,7,20010621,19010101,,395491,4485026,T,,CTRA.M512-URB.CERRILLO DEL CARMEN,,
100,8_11946,20160622,8,11946,CTRA.M521-CAPILLA,,S,,,,,,T,28,125,12502,,00193,Ctra,,M-521 (Fresnedillas),N,5,,M-521,28294,01,,,,,13,6,C2,4,125-001,1166,,,2,11,20010621,19010101,,395578,4484956,T,,CTRA.M521-CAPILLA,,
101,8_11989,20160622,8,11989,AV.MAR MEDITERRÁNEO-OLIMPO,,S,,,,,,U,28,161,16101,1610101,10044,Avda,del,Mar Mediterráneo,N,72,,,28341,01,008,,T161408,,,4,B3,2,161-009,852,,582-4,2,3,20010621,19010101,,442092,4448580,T,,AV.MAR MEDITERRÁNEO-OLIMPO,,
102,8_11992,20160622,8,11992,AV.MAR MEDITERRÁNEO-MINERVA,,S,,,,,,U,28,161,16101,1610101,10044,Avda,del,Mar Mediterráneo,N,170,,,28340,01,001,,T161286,1610101001,7,4,B3,3,161-009,852,,,2,3,20010621,19010101,,441697,4448053,T,,AV.MAR MEDITERRÁNEO-MINERVA,,
103,8_11993,20160622,8,11993,AV.MAR ADRIÁTICO-COLEGIO,,S,,,,,,U,28,161,16101,1610101,C0005,Avda, ,Mar Adriático,N,7,,,28341,01,019,,T1611676,,,4,B3,2,161-010,853,,582-4,2,3,20010621,19010101,,441857,4447833,T,,AV.MAR ADRIÁTICO-COLEGIO,,
104,8_11994,20160622,8,11994,APOLO-JÚPITER,,S,,,,,,U,28,161,16101,,10053,Calle, ,Apolo,N,25,,,28341,01,008,,T161476,,,4,B3,2,161-009,852,,582-4,2,3,20010621,19010101,,442141,4448093,T,,APOLO-JÚPITER,,
105,8_11998,20160622,8,11998,BUSTARVIEJO-ARROYO FLORES,,S,,,,,,U,28,028,02801,,00120,Calle,del,Arroyo Flores,N,11,,,28720,01,,,,,10,7,C2,4,028-001,1041,,,2,3,20010621,19010101,,439614,4523490,T,,BUSTARVIEJO-ARROYO FLORES,,
106,8_11770,20160622,8,11770,BUDAPEST-HOSPITAL FUNDACIÓN ALCORCÓN,,S,,,,,,U,28,007,00701,0070101,02594,Calle,de,Budapest,N,2,,,28922,01,016,,T0078027,0070101028,7,5,B1,2,007-027,670,,559-3,2,3,20010621,19010101,,429240,4467098,T,,BUDAPEST-HOSPITAL FUNDACIÓN ALCORCÓN,,
107,8_11622,20160622,8,11622,ENCINA VERDE-MORERAS,,S,,,,,,Z,28,123,12318,,06506,Calle,de la,Encina Verde,N,17,,,28529,01,,,,,8,3,B1,3,123-004,916,,,1,1,20010621,19010101,,455014,4467917,T,,ENCINA VERDE-MORERAS,,
108,8_11776,20160622,8,11776,ABEDULES-SAUCES,,S,,,,,,U,28,007,00701,0070101,02541,Calle,de los,Abedules,N,12,,,28922,04,024,,T007649,0070101033,7,5,B1,2,007-022,665,,559-3,2,3,20010621,19010101,,429000,4465813,T,,ABEDULES-SAUCES,,
109,8_11778,20160622,8,11778,SAUCES-HAYAS,,S,,,,,,U,28,007,00701,0070101,02544,Calle,de los,Sauces,N,51,,,28922,04,029,,T007739,,,5,B1,2,007-022,665,,559-3,2,3,20010621,19010101,,428906,4465474,T,,SAUCES-HAYAS,,
110,8_11497,20160622,8,11497,MAYOR-URB.LA ALCAZABA,,S,,,,,,U,28,172,17203,1720301,00137,Calle, ,Mayor,N,53,,M-220,28810,01,002,,T1722514,,,2,C1,3,172-001,1148,,560-2,2,11,20010621,19010101,,470323,4477494,T,,MAYOR-URB.LA ALCAZABA,,
111,8_12231,20160622,8,12231,PºJOAQUÍN R.JIMÉNEZ-LOS ALMENDROS,,S,,,,,,Z,28,152,15214,,00486,Paseo,,Joaquín Ruiz Jiménez,N,8,,,28250,01,,,,,9,6,B3,3,152-002,1021,,,2,3,20010621,19010101,,421916,4492089,T,,PºJOAQUÍN R.JIMÉNEZ-LOS ALMENDROS,,
112,8_12236,20160622,8,12236,CALÉNDULA-RESIDENCIAL MINIPARK,,S,,,,,,Z,28,006,00601,,A0038,Calle,de,Caléndula,N,95,,,28109,01,001,,,,,1,B1,3,006-012,597,,,2,3,20010621,19010101,,445561,4486758,T,,CALÉNDULA-RESIDENCIAL MINIPARK,,
113,8_12237,20160622,8,12237,CALÉNDULA-RESIDENCIAL MINIPARK,,S,,,,,,Z,28,006,00601,,A0038,Calle,de,Caléndula,N,180,,,28109,01,001,,,,,1,B1,3,006-016,601,,,2,3,20010621,19010101,,445558,4486744,T,,CALÉNDULA-RESIDENCIAL MINIPARK,,
114,8_12238,20160622,8,12238,CALÉNDULA-YUCA,,S,,,,,,Z,28,006,00601,,A0038,Calle,de,Caléndula,N,87,,,28109,01,,,,,6,1,B1,3,006-012,597,,,2,3,20010621,19010101,,445353,4486570,T,,CALÉNDULA-YUCA,,
115,8_12239,20160622,8,12239,CALÉNDULA-YUCA,,S,,,,,,Z,28,006,00601,0060101,99999,Calle,de la,Caléndula,N,141,,,28109,01,001,,,,6,1,B1,3,006-016,601,,,2,3,20010621,19010101,,445370,4486560,T,,CALÉNDULA-YUCA,,
116,8_12241,20160622,8,12241,NARDO-CENTRO CÍVICO,,S,,,,93,249,Z,28,006,00601,,A0219,Calle,del,Nardo,N,44,,,28109,01,001,,T006363,,,1,B1,3,006-013,598,,,2,3,20010621,19010101,,446211,4487110,T,,NARDO-CENTRO CÍVICO,,
117,8_11818,20160622,8,11818,AV.LIBERTAD-LIRIOS,,S,,,,,,U,28,007,00701,0070101,02477,Avda,de la,Libertad,N,13,,,28925,02,038,,T007220,0070101004,7,5,B1,2,007-007,650,,559-3,2,3,20010621,19010101,,431866,4467488,T,,AV.LIBERTAD-LIRIOS,,
118,8_11819,20160622,8,11819,AV.LIBERTAD-LIRIOS,,S,,,,,,U,28,007,00701,0070101,02477,Avda,de la,Libertad,N,13,,,28925,02,016,,T0078078,0070101004,7,5,B1,2,007-007,650,,559-3,2,3,20010621,19010101,,431848,4467509,T,,AV.LIBERTAD-LIRIOS,,
119,8_12244,20160622,8,12244,ISABEL DE GUZMÁN-FERRAZ,,S,,,,93,125,U,28,005,00501,,A0270,Calle, ,Ferraz,N,7,,,28807,07,,,,,,2,B3,3,005-019,875,,,2,3,20010621,19010101,,469317,4482300,T,,ISABEL DE GUZMÁN-FERRAZ,,
120,8_12246,20160622,8,12246,AV.ALCARRIA-BELVÍS DEL JARAMA,,S,,,,,,U,28,005,00501,,A0016,Avda,de la,Alcarria,N,10,,,28806,06,,,,,8,2,B3,3,005-012,868,,,2,3,20010621,19010101,,469284,4482682,T,,AV.ALCARRIA-BELVÍS DEL JARAMA,,
121,8_12247,20160622,8,12247,AV.ALCARRIA-PZA.PAZ,,S,,,,,,U,28,005,00501,,A0016,Avda,de la,Alcarria,N,16,,,28806,06,,,,,8,2,B3,3,005-012,868,,,2,3,20010621,19010101,,469373,4482968,T,,AV.ALCARRIA-PZA.PAZ,,
122,8_12248,20160622,8,12248,AV.MIGUEL DE UNAMUNO-AV.JESUITAS,,S,,,,,,U,28,005,00501,,A0469,Avda, ,Miguel de Unamuno,N,23,,,28806,04,008,,T005455,,,2,B3,2,005-012,868,,560-1,2,3,20010621,19010101,,469044,4482974,T,,AV.MIGUEL DE UNAMUNO-AV.JESUITAS,,
123,8_12249,20160622,8,12249,AV.MIGUEL UNAMUNO-FCO.AYALA,,S,,,,,,U,28,005,00501,,A0469,Avda,,Miguel de Unamuno,N,14,B,,28806,08,,,,,8,2,B3,3,005-009,865,,,2,3,20010621,19010101,,468563,4483165,T,,AV.MIGUEL UNAMUNO-FCO.AYALA,,
124,8_12251,20160622,8,12251,AV.MIGUEL UNAMUNO-MIGUEL DELIBES,,S,,,,,,U,28,005,00501,,A0469,Avda,,Miguel de Unamuno,N,14,B,,28806,08,,,,,8,2,B3,3,005-009,865,,,2,3,20010621,19010101,,468558,4483139,T,,AV.MIGUEL UNAMUNO-MIGUEL DELIBES,,
125,8_12252,20160622,8,12252,G.TORRENTE BALLESTER-RUBÉN DARÍO,,S,,,,,,U,28,005,00501,,02655,Calle,,Gonzalo Torrente Ballester,N,42,,,28806,08,,,,,8,2,B3,3,005-010,866,,,2,3,20010621,19010101,,468789,4483363,T,,G.TORRENTE BALLESTER-RUBÉN DARÍO,,
126,8_12253,20160622,8,12253,G.TORRENTE BALLESTER-RUBÉN DARÍO,,S,,,,,,U,28,005,00501,,02655,Calle, ,Gonzalo Torrente Ballester,N,40,,,28806,04,004,,T005368,,,2,B3,2,005-010,866,,560-1,2,3,20010621,19010101,,468724,4483344,T,,G.TORRENTE BALLESTER-RUBÉN DARÍO,,
127,8_11822,20160622,8,11822,VIENA-CEMENTERIO,,S,,,,,,U,28,007,00701,0070101,02627,Calle,de,Viena,N,2,,,28922,01,016,,T0078016,0070101030,7,5,B1,2,007-027,670,,559-3,2,3,20010621,19010101,,429009,4467321,T,,VIENA-CEMENTERIO,,
128,8_12207,20160622,8,12207,ALMÍBAR-INFANTAS,,S,,,,,,U,28,013,01302,,A0011,Calle,del,Almíbar,N,2,,,28300,04,,,,,11,4,C1,4,013-001,1089,,,2,3,20010621,19010101,,448692,4432007,T,,ALMÍBAR-INFANTAS,,
129,8_12254,20160622,8,12254,G.TORRENTE BALLESTER-JOSÉ MªPEREDA,,S,,,,,,U,28,005,00501,,02655,Calle,,Gonzalo Torrente Ballester,N,46,,,28806,08,,,,,8,2,B3,3,005-010,866,,,2,3,20010621,19010101,,469065,4483502,T,,G.TORRENTE BALLESTER-JOSÉ MªPEREDA,,
130,8_12255,20160622,8,12255,G.TORRENTE BALLESTER-JOSÉ MªPEREDA,,S,,,,,,U,28,005,00501,,02655,Calle,,Gonzalo Torrente Ballester,N,46,,,28806,08,,,,,8,2,B3,3,005-010,866,,,2,3,20010621,19010101,,469060,4483519,T,,G.TORRENTE BALLESTER-JOSÉ MªPEREDA,,
131,8_12257,20160622,8,12257,JOSÉ MªPEREDA-PZA.JOSÉ ESPRONCEDA,,S,,,,,,U,28,005,00501,,02970,Calle, ,José María Pereda,N,51,,,28806,04,016,,T005306,,,2,B3,2,005-010,866,,solape,2,3,20010621,19010101,,469037,4483683,T,,JOSÉ MªPEREDA-PZA.JOSÉ ESPRONCEDA,,
132,8_12258,20160622,8,12258,AV.BENITO PÉREZ GALDÓS-PÍO BAROJA,,S,,,,,,U,28,005,00501,,00826,Avda, ,Benito Pérez Galdós,N,3,,,28806,04,012,,T00551457,,,2,B3,2,005-003,859,,535-3,2,3,20010621,19010101,,468816,4484148,T,,AV.BENITO PÉREZ GALDÓS-PÍO BAROJA,,
133,8_12259,20160622,8,12259,AV.BENITO PÉREZ GALDÓS-PZA.ALFONSO XII,,S,,,,,,U,28,005,00501,,00826,Avda, ,Benito Pérez Galdós,N,3,,,28806,04,006,,T00551455,,,2,B3,2,005-003,859,,535-3,2,3,20010621,19010101,,468797,4484129,T,,AV.BENITO PÉREZ GALDÓS-PZA.ALFONSO XII,,
134,8_12260,20160622,8,12260,AV.BENITO P.GALDÓS-LEOPOLDO ALAS CLARÍN,,S,,,,,,U,28,005,00501,,00826,Avda, ,Benito Pérez Galdós,N,15,,,28806,04,015,,T005167,,,2,B3,2,005-003,859,,535-3,2,3,20010621,19010101,,468827,4484576,T,,AV.BENITO P.GALDÓS-LEOPOLDO ALAS CLARÍN,,
135,8_11823,20160622,8,11823,VIENA-BUDAPEST,,S,,,,,,U,28,007,00701,0070101,02627,Calle,de,Viena,N,2,,,28922,01,016,,T0078027,0070101028,7,5,B1,2,007-027,670,,559-3,2,3,20010621,19010101,,429008,4467283,T,,VIENA-BUDAPEST,,
136,8_11842,20160622,8,11842,CTRA.M600-CEMENTERIO,,S,,,,,,C,28,096,09603,0960399,A0109,Ctra,de,Navacerrada,N,48200,,M-600,28600,01,010,,T0966661,0960399999,7,5,B3,2,096-001,812,,581-2,3,11,20010621,19010101,,414281,4462338,T,,CTRA.M600-CEMENTERIO,,
137,8_11841,20160622,8,11841,CTRA.M600-CEMENTERIO,,S,,,,,,C,28,096,09609,0960999,A0109,Ctra,de,Navacerrada,N,48100,,M-600,28600,01,010,,T0966608,0960999999,7,5,B3,2,096-003,814,,581-2,3,11,20010621,19010101,,414305,4462367,T,,CTRA.M600-CEMENTERIO,,
138,8_11883,20160622,8,11883,OLÍMPICO FCO.FDEZ.OCHOA-CAMPOS DE LA HUERTA,,S,,,,,,U,28,007,00701,0070101,02380,Calle, ,Olímpico Francisco Fernández Ochoa,N,13,,,28923,03,022,,T0078050,0070101011,7,5,B1,2,007-021,664,,559-3,2,3,20010621,19010101,,430801,4466191,T,,OLÍMPICO FCO.FDEZ.OCHOA-CAMPOS DE LA HUERTA,,
139,8_11884,20160622,8,11884,MARGARITA-AV.ALCALDE DE MOSTOLES,,S,,,,,,U,28,092,09201,0920101,A0225,Calle, ,Margarita,N,6,,,28933,02,038,,T092110,0920101063,7,5,B2,2,092-004,782,,558-4,2,3,20010621,19010101,,426823,4465744,T,,MARGARITA-AV.ALCALDE DE MOSTOLES,,
140,8_12271,20160622,8,12271,AV.ESPAÑA-LOS OLMOS,,S,,,,,,U,28,080,08022,0802201,01280,Avda,,España,N,45,,,28220,02,001,,T080129,0802201001,9,6,B2,3,080-007,982,,,1,2,20010621,19010101,,426566,4480361,T,,AV.ESPAÑA-LOS OLMOS,,
141,8_11885,20160622,8,11885,MARGARITA-CRISANTEMO,,S,,,,,,U,28,092,09201,0920101,A0225,Calle, ,Margarita,N,9,,,28933,02,034,,T092113,0920101064,7,5,B2,2,092-004,782,,558-4,2,3,20010621,19010101,,426801,4465755,T,,MARGARITA-CRISANTEMO,,
142,8_11886,20160622,8,11886,AV.CARLOS V-INSTITUTO,,S,,,,,,U,28,092,09201,0920101,A0065,Avda,de,Carlos V,N,1,,,28936,03,026,,T0923331,0920101059,7,5,B2,2,092-020,798,,582-1,2,3,20010621,19010101,,427904,4464198,T,,AV.CARLOS V-INSTITUTO,,
143,8_11925,20160622,8,11925,BERLÍN-HOSPITAL FUNDACIÓN ALCORCÓN,,S,,,,,,U,28,007,00701,0070101,02592,Calle,de,Berlín,N,2,,,28922,01,016,,T0078026,0070101028,7,5,B1,2,007-014,657,,559-3,2,3,20010621,19010101,,429271,4467011,T,,BERLÍN-HOSPITAL FUNDACIÓN ALCORCÓN,,
144,8_11926,20160622,8,11926,BERLÍN-HOSPITAL FUNDACIÓN ALCORCÓN,,S,,,,,,U,28,007,00701,0070101,02592,Calle,de,Berlín,N,2,,,28922,01,016,,T0078027,0070101028,7,5,B1,2,007-027,670,,559-3,2,3,20010621,19010101,,429239,4467023,T,,BERLÍN-HOSPITAL FUNDACIÓN ALCORCÓN,,
145,8_11970,20160622,8,11970,DEHESA DE MARI MARTÍ-PºALPARRACHE,,S,,,,,,U,28,096,09603,0960301,A0052,Calle, ,Dehesa de Mari-Martín,N,18,,,28600,01,002,,T0966579,0960301001,7,5,B3,2,096-003,814,,581-2,2,3,20010621,19010101,,415301,4460726,T,,DEHESA DE MARI MARTÍ-PºALPARRACHE,,
146,8_12003,20160622,8,12003,MIÑO-RIO JUCAR,,S,,,,,,U,28,181,18102,1810201,A0230,Calle, ,Miño,N,55,,,28670,01,012,,T1816,1810201001,9,5,B2,2,181-001,1027,,558-4,1,0,20010621,19010101,,422161,4471603,T,,MIÑO-RIO JUCAR,,
147,8_15926,20160622,8,15926,MIÑO-JUCAR,,S,,,,,,U,28,181,18102,1810201,A0230,Calle, ,Miño,N,55,,,28670,01,012,,T18112,1810201001,9,5,B2,2,181-001,1027,,558-4,2,3,20050525,20050525,,422134,4471582,T,,MIÑO-JUCAR,,
148,8_10513,20160622,8,10513,TEIDE-POL.IND.LA ESTACIÓN,,S,,,,,,U,28,058,05801,0580102,A0460,Calle,,Teide,N,4,,,28944,04,001,,T058577,,7,4,B2,3,058-025,700,,582-I,2,9,20010621,19010101,,431809,4459122,T,,TEIDE-POL.IND.LA ESTACIÓN,,
149,8_10514,20160622,8,10514,TEIDE-POL.IND.LA ESTACIÓN,,S,,,,,,U,28,058,05801,,A0460,Calle,,Teide,N,4,,,28944,04,,,,,7,4,B2,3,058-025,700,,582-I,2,3,20010621,19010101,,431798,4459104,T,,TEIDE-POL.IND.LA ESTACIÓN,,
150,8_12006,20160622,8,12006,AV.EUROPA-UNIVERSIDAD,,S,,,,,,U,28,007,00701,0070101,02609,Calle,de,Europa,N,2,,,28922,01,017,,T0078015,0070101029,7,5,B1,2,007-008,651,,559-3,2,3,20010621,19010101,,428351,4467217,T,,AV.EUROPA-UNIVERSIDAD,,
151,8_10516,20160622,8,10516,TURQUÍA-MÓNACO,,S,,,,,,U,28,058,05801,,A0482,Calle,de,Turquía,N,1,,,28943,08,,,,,7,4,B2,3,058-022,697,,582-I,2,3,20010621,19010101,,431584,4459258,T,,TURQUÍA-MÓNACO,,
152,8_08530,20160622,8,08530,CANTOS-ZAMORA,,S,,,,,,U,28,007,00701,0070101,00219,Calle,de,Zamora,N,5,,,28922,04,008,,T007504,0070101023,7,5,B1,2,007-019,662,,559-3,2,3,20010621,19010101,,429462,4466408,T,,CANTOS-ZAMORA,,
153,8_08486,20160622,8,08486,CANTOS-POLIDEPORTIVO,,S,,,,,,U,28,007,00701,0070101,02370,Calle,de los,Cantos,N,23,,,28922,04,018,,T0078066,0070101014,7,5,B1,2,007-023,666,,559-3,2,3,20010621,19010101,,430034,4466220,T,,CANTOS-POLIDEPORTIVO,,
154,8_10521,20160622,8,10521,TURQUÍA-CHIPRE,,S,,,,,,U,28,058,05801,,A0482,Calle,de,Turquía,N,18,,,28943,08,,,,,7,4,B2,3,058-022,697,,582-I,2,3,20010621,19010101,,431421,4459380,T,,TURQUÍA-CHIPRE,,
155,8_10528,20160622,8,10528,RONDA VALDECARRIZO-IMPRENTA,,S,,,,,,U,28,903,90301,,00257,Ronda,de,Valdecarrizo,N,15,,,28790,01,,,,,6,7,B2,3,903-003,636,,534-I,2,3,20010621,19010101,,441316,4495554,T,,RONDA VALDECARRIZO-IMPRENTA,,
156,8_10529,20160622,8,10529,CTRA.M862-LA GAMONOSA,,S,,,,,,U,28,144,14401,,C0005,Ctra, ,M-862,N,1200,,M-862,28791,01,002,,T1444273,,,7,C1,3,144-001,1074,,509-3,4,7,20010621,19010101,,433387,4509320,T,,CTRA.M862-LA GAMONOSA,,
157,8_10530,20160622,8,10530,CTRA.M608-INSTITUTO,,S,,,,,,C,28,023,02305,0230501,00177,Ctra,de,Cerceda a Manzanares,N,1,,M-608,28411,01,001,,,,13,6,C1,4,023-001,1154,,508-IV,3,8,20010621,19010101,,423918,4507668,T,,CTRA.M608-INSTITUTO,,
158,8_10535,20160622,8,10535,CTRA.M862-LA GAMONOSA,,S,,,,,,U,28,144,14401,,00556,Finca, ,La Gamonosa,N,1,,M-862,28791,01,002,,T1444276,,,7,C1,3,144-001,1074,,509-3,3,11,20010621,19010101,,433386,4509238,T,,CTRA.M862-LA GAMONOSA,,
159,8_10536,20160622,8,10536,MIRAFLORES DE LA SIERRA-GUARDIA CIVIL,,S,,,,,,T,28,085,08502,,A0024,Ctra,,Bustarviejo,N,63,,M-610,28792,01,,,,,10,7,C2,4,085-001,1057,,509-I,1,11,20010621,19010101,,436082,4518604,T,,MIRAFLORES DE LA SIERRA-GUARDIA CIVIL,,
160,8_10537,20160622,8,10537,MIRAFLORES DE LA SIERRA-GUARDIA CIVIL,Frente al nº 65,S,,,,,,U,28,085,08502,0850201,A0024,Ctra, ,Bustarviejo,N,18700,,M-610,28792,01,002,,T08588,,,7,C2,3,085-001,1057,,509-1,2,11,20010621,19010101,,436123,4518561,T,,MIRAFLORES DE LA SIERRA-GUARDIA CIVIL,,
161,8_10541,20160622,8,10541,CTRA.M608-INSTITUTO,Con Avda Soto,S,,,,,,U,28,144,14401,1440101,00427,Ctra,de,Torrelaguna-Escorial,SN,SN,,,28791,01,001,,,,10,7,C1,4,144-001,1074,,509-I,3,8,20010621,19010101,,434216,4512121,T,,CTRA.M608-INSTITUTO,,
162,8_09491,20160622,8,09491,ARQUITECTURA-ESCULTURA,,S,,,,,,Z,28,115,11504,,A0072,Calle,,Arquitectura,N,55,,,28224,02,,,,,9,6,B1,3,115-003,990,,559-I,2,3,20010621,19010101,,430864,4478470,T,,ARQUITECTURA-ESCULTURA,,
163,8_09492,20160622,8,09492,ESCULTURA-AV.BELLAS ARTES,,S,,,,,,Z,28,115,11504,,A0249,Calle,,Escultura,N,1,,,28224,02,,,,,9,6,B1,3,115-003,990,,559-I,2,3,20010621,19010101,,430971,4478336,T,,ESCULTURA-AV.BELLAS ARTES,,
164,8_08072,20160622,8,08072,CTRA.A42-CRUCE COBO CALLEJA,,S,,,,,,C,28,058,05801,0580199,A0335,Ctra, ,N-401 (Madrid-Toledo),N,17200,,A-42,28947,02,003,,T05881269,0580199999,7,4,B2,2,058-029,704,,582-1,4,9,20010621,19010101,,436164,4458571,T,,CTRA.A42-CRUCE COBO CALLEJA,,
165,8_08482,20160622,8,08482,CANTOS-ZAMORA,,S,,,,,,U,28,007,00701,0070101,02370,Calle,de los,Cantos,N,8,,,28922,04,015,,T007573,0070101023,7,5,B1,2,007-018,661,,559-3,2,3,20010621,19010101,,429478,4466387,T,,CANTOS-ZAMORA,,
