OBJECTID,IDESTACION,FECHAACTUAL,MODO,CODIGOESTACION,DENOMINACION,OBSERVACIONES,SITUACION,CODIGOCTMESTACIONREDMETRO,CODIGOEMPRESA,DENOMINACIONABREVIADA,MODOINTERCAMBIADOR,CODIGOINTERCAMBIADOR,TIPO,CODIGOPROVINCIA,CODIGOMUNICIPIO,CODIGOENTIDAD,CODIGONUCLEO,CODIGOVIA,TIPOVIA,PARTICULA,NOMBREVIA,TIPONUMERO,NUMEROPORTAL,CALIFICADORPORTAL,CARRETERA,CODIGOPOSTAL,DISTRITO,SECCIONCENSAL,BARRIO,TESELA,SECTORURBANO,SECTOR,CORREDOR,CORONATARIFARIA,CORONA123,ZONATRANSPORTE,ENCUESTADOMICILIARIA,ENCUESTAAFOROS,HOJA25000,ACONDICIONAMIENTOVIAJEROS,ACONDICIONAMIENTOVEHICULOS,FECHAALTA,FECHAINICIO,FECHAFIN,X,Y,GRADOACCESIBILIDAD,SITUACIONCALLE,DENOMINACION_SAE,INTERURBANOS_CODIGOEMT_CRTM,INTERURBANOS_CODIGOEMT_EMPRESA,LINEAS,OBJECTID_1,MODO_1,CODIGOITINERARIO,CODIGOGESTIONLINEA,NUMEROLINEAUSUARIO,SENTIDO,TIPOITINERARIO,CODIGOESTACION_1,CODIGOPOSTE,CODIGOANDEN,NUMEROORDEN,IDENTIFICADORTIPOPARADA,TIPOPARADA,DENOMINACION_1,CODIGOPROVINCIA_1,CODIGOMUNICIPIO_1,MUNICIPIO,CORONATARIFARIA_1,DIRECCION,FECHAALTA_1,FECHAINICIO_1,FECHAFIN_1,LONGITUDTRAMOANTERIOR,VELOCIDADTRAMOANTERIOR,MODOLINEA,IDFINTERCAMBIADOR,CODPROV_LINEA,CODMUN_LINEA,IDFTRAMO,CODIGOOBSERVACION,CODIGOSUBLINEA,DENOMINACION_SAE_1,IDFLINEA,IDFITINERARIO,IDFESTACION,IDFPOSTE,IDFANDEN
36,8_12241,20160622,8,12241,NARDO-CENTRO CÍVICO,,S,,,,93,249,Z,28,006,00601,,A0219,Calle,del,Nardo,N,44,,,28109,01,001,,T006363,,,1,B1,3,006-013,598,,,2,3,20010621,19010101,,446211,4487110,T,,NARDO-CENTRO CÍVICO,,,,1023,8,338272,92006,2,2,1,12241,*,,30,TI,I,NARDO-CENTRO CÍVICO,28,006,ALCOBENDAS,B1,Calle del Nardo N 44,20080403,20080414,,200.3976,15,9,93_249,28,006,9__2__006__-_2_IT_1_8_12241_*__TI_I_30,-,2006201,NARDO-CENTRO CÍVICO,9__2__006_,9__2__006__2006201_2_IT_1,8_12241,8_12241_*,8_12241_
37,8_11818,20160622,8,11818,AV.LIBERTAD-LIRIOS,,S,,,,,,U,28,007,00701,0070101,02477,Avda,de la,Libertad,N,13,,,28925,02,038,,T007220,0070101004,7,5,B1,2,007-007,650,,559-3,2,3,20010621,19010101,,431866,4467488,T,,AV.LIBERTAD-LIRIOS,,,,1340,8,347443,92007,2,1,1,11818,*,,16,TI,I,AV.LIBERTAD-LIRIOS,28,007,ALCORCON,B1,Avda de la Libertad N 13,20120423,20120511,,264.0047,40,9,_,28,007,9__2__007__-_1_IT_1_8_11818_*__TI_I_16,-,2007101,AV.LIBERTAD-LIRIOS,9__2__007_,9__2__007__2007101_1_IT_1,8_11818,8_11818_*,8_11818_
38,8_11819,20160622,8,11819,AV.LIBERTAD-LIRIOS,,S,,,,,,U,28,007,00701,0070101,02477,Avda,de la,Libertad,N,13,,,28925,02,016,,T0078078,0070101004,7,5,B1,2,007-007,650,,559-3,2,3,20010621,19010101,,431848,4467509,T,,AV.LIBERTAD-LIRIOS,,,,1341,8,347444,92007,2,2,1,11819,*,,23,TI,I,AV.LIBERTAD-LIRIOS,28,007,ALCORCON,B1,Avda de la Libertad N 13,20120423,20120511,,401.1237,40,9,_,28,007,9__2__007__-_2_IT_1_8_11819_*__TI_I_23,-,2007201,AV.LIBERTAD-LIRIOS,9__2__007_,9__2__007__2007201_2_IT_1,8_11819,8_11819_*,8_11819_
39,8_12244,20160622,8,12244,ISABEL DE GUZMÁN-FERRAZ,,S,,,,93,125,U,28,005,00501,,A0270,Calle, ,Ferraz,N,7,,,28807,07,,,,,,2,B3,3,005-019,875,,,2,3,20010621,19010101,,469317,4482300,T,,ISABEL DE GUZMÁN-FERRAZ,,,,180,8,308817,910005,10,1,1,12244,*,,5,TI,I,ISABEL DE GUZMÁN-FERRAZ,28,005,ALCALA DE HENARES,B3,Calle   Ferraz N 7,20010621,19010101,,355.5836,40,9,93_125,28,005,9__10__005__-_1_IT_1_8_12244_*__TI_I_5,-,10005101,ISABEL DE GUZMÁN-FERRAZ,9__10__005_,9__10__005__10005101_1_IT_1,8_12244,8_12244_*,8_12244_
40,8_12246,20160622,8,12246,AV.ALCARRIA-BELVÍS DEL JARAMA,,S,,,,,,U,28,005,00501,,A0016,Avda,de la,Alcarria,N,10,,,28806,06,,,,,8,2,B3,3,005-012,868,,,2,3,20010621,19010101,,469284,4482682,T,,AV.ALCARRIA-BELVÍS DEL JARAMA,,,,189,8,308817,910005,10,1,1,12246,*,,6,TI,I,AV.ALCARRIA-BELVÍS DEL JARAMA,28,005,ALCALA DE HENARES,B3,Avda de la Alcarria N 10,20010621,19010101,,423.3435,13.36,9,_,28,005,9__10__005__-_1_IT_1_8_12246_*__TI_I_6,-,10005101,AV.ALCARRIA-BELVÍS DEL JARAMA,9__10__005_,9__10__005__10005101_1_IT_1,8_12246,8_12246_*,8_12246_
41,8_12247,20160622,8,12247,AV.ALCARRIA-PZA.PAZ,,S,,,,,,U,28,005,00501,,A0016,Avda,de la,Alcarria,N,16,,,28806,06,,,,,8,2,B3,3,005-012,868,,,2,3,20010621,19010101,,469373,4482968,T,,AV.ALCARRIA-PZA.PAZ,,,,191,8,308817,910005,10,1,1,12247,*,,7,TI,I,AV.ALCARRIA-PZA.PAZ,28,005,ALCALA DE HENARES,B3,Avda de la Alcarria N 16,20010621,19010101,,298.143,13.36,9,_,28,005,9__10__005__-_1_IT_1_8_12247_*__TI_I_7,-,10005101,AV.ALCARRIA-PZA.PAZ,9__10__005_,9__10__005__10005101_1_IT_1,8_12247,8_12247_*,8_12247_
42,8_12248,20160622,8,12248,AV.MIGUEL DE UNAMUNO-AV.JESUITAS,,S,,,,,,U,28,005,00501,,A0469,Avda, ,Miguel de Unamuno,N,23,,,28806,04,008,,T005455,,,2,B3,2,005-012,868,,560-1,2,3,20010621,19010101,,469044,4482974,T,,AV.MIGUEL DE UNAMUNO-AV.JESUITAS,,,,193,8,308817,910005,10,1,1,12248,*,,8,TI,I,AV.MIGUEL DE UNAMUNO-AV.JESUITAS,28,005,ALCALA DE HENARES,B3,Avda   Miguel de Unamuno N 23,20010621,19010101,,500.6775,40,9,_,28,005,9__10__005__-_1_IT_1_8_12248_*__TI_I_8,-,10005101,AV.MIGUEL DE UNAMUNO-AV.JESUITAS,9__10__005_,9__10__005__10005101_1_IT_1,8_12248,8_12248_*,8_12248_
43,8_12249,20160622,8,12249,AV.MIGUEL UNAMUNO-FCO.AYALA,,S,,,,,,U,28,005,00501,,A0469,Avda,,Miguel de Unamuno,N,14,B,,28806,08,,,,,8,2,B3,3,005-009,865,,,2,3,20010621,19010101,,468563,4483165,T,,AV.MIGUEL UNAMUNO-FCO.AYALA,,,,195,8,308817,910005,10,1,1,12249,*,,9,TI,I,AV.MIGUEL UNAMUNO-FCO.AYALA,28,005,ALCALA DE HENARES,B3,Avda  Miguel de Unamuno N 14B,20010621,19010101,,525.5357,40,9,_,28,005,9__10__005__-_1_IT_1_8_12249_*__TI_I_9,-,10005101,AV.MIGUEL UNAMUNO-FCO.AYALA,9__10__005_,9__10__005__10005101_1_IT_1,8_12249,8_12249_*,8_12249_
44,8_12251,20160622,8,12251,AV.MIGUEL UNAMUNO-MIGUEL DELIBES,,S,,,,,,U,28,005,00501,,A0469,Avda,,Miguel de Unamuno,N,14,B,,28806,08,,,,,8,2,B3,3,005-009,865,,,2,3,20010621,19010101,,468558,4483139,T,,AV.MIGUEL UNAMUNO-MIGUEL DELIBES,,,,200,8,347864,910005,10,2,1,12251,*,,11,TI,I,AV.MIGUEL UNAMUNO-MIGUEL DELIBES,28,005,ALCALA DE HENARES,B3,Avda  Miguel de Unamuno N 14B,20120612,20120629,,396.5707,40,9,_,28,005,9__10__005__-_2_IT_1_8_12251_*__TI_I_11,-,10005201,AV.MIGUEL UNAMUNO-MIGUEL DELIBES,9__10__005_,9__10__005__10005201_2_IT_1,8_12251,8_12251_*,8_12251_
45,8_12252,20160622,8,12252,G.TORRENTE BALLESTER-RUBÉN DARÍO,,S,,,,,,U,28,005,00501,,02655,Calle,,Gonzalo Torrente Ballester,N,42,,,28806,08,,,,,8,2,B3,3,005-010,866,,,2,3,20010621,19010101,,468789,4483363,T,,G.TORRENTE BALLESTER-RUBÉN DARÍO,,,,201,8,323558,910005,10,1,2,12252,*,,12,TI,I,G.TORRENTE BALLESTER-RUBÉN DARÍO,28,005,ALCALA DE HENARES,B3,Calle  Gonzalo Torrente Ballester N 42,20010627,19990705,,720.2912,13.36,9,_,28,005,9__10__005__a._1_IT_2_8_12252_*__TI_I_12,a.,10005102,G.TORRENTE BALLESTER-RUBÉN DARÍO,9__10__005_,9__10__005__10005102_1_IT_2,8_12252,8_12252_*,8_12252_
46,8_12253,20160622,8,12253,G.TORRENTE BALLESTER-RUBÉN DARÍO,,S,,,,,,U,28,005,00501,,02655,Calle, ,Gonzalo Torrente Ballester,N,40,,,28806,04,004,,T005368,,,2,B3,2,005-010,866,,560-1,2,3,20010621,19010101,,468724,4483344,T,,G.TORRENTE BALLESTER-RUBÉN DARÍO,,,,203,8,328576,910005,10,2,2,12253,*,,8,TI,I,G.TORRENTE BALLESTER-RUBÉN DARÍO,28,005,ALCALA DE HENARES,B3,Calle   Gonzalo Torrente Ballester N 40,20010621,19991201,,379.0744,15,9,_,28,005,9__10__005__a._2_IT_2_8_12253_*__TI_I_8,a.,10005202,G.TORRENTE BALLESTER-RUBÉN DARÍO,9__10__005_,9__10__005__10005202_2_IT_2,8_12253,8_12253_*,8_12253_
47,8_11822,20160622,8,11822,VIENA-CEMENTERIO,,S,,,,,,U,28,007,00701,0070101,02627,Calle,de,Viena,N,2,,,28922,01,016,,T0078016,0070101030,7,5,B1,2,007-027,670,,559-3,2,3,20010621,19010101,,429009,4467321,T,,VIENA-CEMENTERIO,,,,1312,8,335265,91007,1,1,1,11822,*,,7,TI,I,VIENA-CEMENTERIO,28,007,ALCORCON,B1,Calle de Viena N 2,20060920,20061002,,201.6517,15,9,_,28,007,9__1__007__-_1_IT_1_8_11822_*__TI_I_7,-,1007101,VIENA-CEMENTERIO,9__1__007_,9__1__007__1007101_1_IT_1,8_11822,8_11822_*,8_11822_
48,8_12254,20160622,8,12254,G.TORRENTE BALLESTER-JOSÉ MªPEREDA,,S,,,,,,U,28,005,00501,,02655,Calle,,Gonzalo Torrente Ballester,N,46,,,28806,08,,,,,8,2,B3,3,005-010,866,,,2,3,20010621,19010101,,469065,4483502,T,,G.TORRENTE BALLESTER-JOSÉ MªPEREDA,,,,205,8,323558,910005,10,1,2,12254,*,,13,TI,I,G.TORRENTE BALLESTER-JOSÉ MªPEREDA,28,005,ALCALA DE HENARES,B3,Calle  Gonzalo Torrente Ballester N 46,20010627,19990705,,309.084,13.36,9,_,28,005,9__10__005__a._1_IT_2_8_12254_*__TI_I_13,a.,10005102,G.TORRENTE BALLESTER-JOSÉ MªPEREDA,9__10__005_,9__10__005__10005102_1_IT_2,8_12254,8_12254_*,8_12254_
49,8_12255,20160622,8,12255,G.TORRENTE BALLESTER-JOSÉ MªPEREDA,,S,,,,,,U,28,005,00501,,02655,Calle,,Gonzalo Torrente Ballester,N,46,,,28806,08,,,,,8,2,B3,3,005-010,866,,,2,3,20010621,19010101,,469060,4483519,T,,G.TORRENTE BALLESTER-JOSÉ MªPEREDA,,,,207,8,328576,910005,10,2,2,12255,*,,7,TI,I,G.TORRENTE BALLESTER-JOSÉ MªPEREDA,28,005,ALCALA DE HENARES,B3,Calle  Gonzalo Torrente Ballester N 46,20010621,19991201,,214.4888,15,9,_,28,005,9__10__005__a._2_IT_2_8_12255_*__TI_I_7,a.,10005202,G.TORRENTE BALLESTER-JOSÉ MªPEREDA,9__10__005_,9__10__005__10005202_2_IT_2,8_12255,8_12255_*,8_12255_
50,8_12257,20160622,8,12257,JOSÉ MªPEREDA-PZA.JOSÉ ESPRONCEDA,,S,,,,,,U,28,005,00501,,02970,Calle, ,José María Pereda,N,51,,,28806,04,016,,T005306,,,2,B3,2,005-010,866,,solape,2,3,20010621,19010101,,469037,4483683,T,,JOSÉ MªPEREDA-PZA.JOSÉ ESPRONCEDA,,,,211,8,328576,910005,10,2,2,12257,*,,6,TI,I,JOSÉ MªPEREDA-PZA.JOSÉ ESPRONCEDA,28,005,ALCALA DE HENARES,B3,Calle   José María Pereda N 51,20010621,19991201,,534.797,40,9,_,28,005,9__10__005__a._2_IT_2_8_12257_*__TI_I_6,a.,10005202,JOSÉ MªPEREDA-PZA.JOSÉ ESPRONCEDA,9__10__005_,9__10__005__10005202_2_IT_2,8_12257,8_12257_*,8_12257_
51,8_12258,20160622,8,12258,AV.BENITO PÉREZ GALDÓS-PÍO BAROJA,,S,,,,,,U,28,005,00501,,00826,Avda, ,Benito Pérez Galdós,N,3,,,28806,04,012,,T00551457,,,2,B3,2,005-003,859,,535-3,2,3,20010621,19010101,,468816,4484148,T,,AV.BENITO PÉREZ GALDÓS-PÍO BAROJA,,,,213,8,323558,910005,10,1,2,12258,*,,15,TI,I,AV.BENITO PÉREZ GALDÓS-PÍO BAROJA,28,005,ALCALA DE HENARES,B3,Avda   Benito Pérez Galdós N 3,20010627,19990705,,520.328,13.36,9,_,28,005,9__10__005__a._1_IT_2_8_12258_*__TI_I_15,a.,10005102,AV.BENITO PÉREZ GALDÓS-PÍO BAROJA,9__10__005_,9__10__005__10005102_1_IT_2,8_12258,8_12258_*,8_12258_
52,8_12259,20160622,8,12259,AV.BENITO PÉREZ GALDÓS-PZA.ALFONSO XII,,S,,,,,,U,28,005,00501,,00826,Avda, ,Benito Pérez Galdós,N,3,,,28806,04,006,,T00551455,,,2,B3,2,005-003,859,,535-3,2,3,20010621,19010101,,468797,4484129,T,,AV.BENITO PÉREZ GALDÓS-PZA.ALFONSO XII,,,,215,8,328576,910005,10,2,2,12259,*,,5,TI,I,AV.BENITO PÉREZ GALDÓS-PZA.ALFONSO XII,28,005,ALCALA DE HENARES,B3,Avda   Benito Pérez Galdós N 3,20010621,19991201,,175.1044,40,9,_,28,005,9__10__005__a._2_IT_2_8_12259_*__TI_I_5,a.,10005202,AV.BENITO PÉREZ GALDÓS-PZA.ALFONSO XII,9__10__005_,9__10__005__10005202_2_IT_2,8_12259,8_12259_*,8_12259_
53,8_12260,20160622,8,12260,AV.BENITO P.GALDÓS-LEOPOLDO ALAS CLARÍN,,S,,,,,,U,28,005,00501,,00826,Avda, ,Benito Pérez Galdós,N,15,,,28806,04,015,,T005167,,,2,B3,2,005-003,859,,535-3,2,3,20010621,19010101,,468827,4484576,T,,AV.BENITO P.GALDÓS-LEOPOLDO ALAS CLARÍN,,,,222,8,328576,910005,10,2,2,12260,*,,2,TI,I,AV.BENITO P.GALDÓS-LEOPOLDO ALAS CLARÍN,28,005,ALCALA DE HENARES,B3,Avda   Benito Pérez Galdós N 15,20010621,19991201,,204.2016,40,9,_,28,005,9__10__005__a._2_IT_2_8_12260_*__TI_I_2,a.,10005202,AV.BENITO P.GALDÓS-LEOPOLDO ALAS CLARÍN,9__10__005_,9__10__005__10005202_2_IT_2,8_12260,8_12260_*,8_12260_
54,8_11823,20160622,8,11823,VIENA-BUDAPEST,,S,,,,,,U,28,007,00701,0070101,02627,Calle,de,Viena,N,2,,,28922,01,016,,T0078027,0070101028,7,5,B1,2,007-027,670,,559-3,2,3,20010621,19010101,,429008,4467283,T,,VIENA-BUDAPEST,,,,1315,8,335267,91007,1,2,2,11823,*,,7,TI,I,VIENA-BUDAPEST,28,007,ALCORCON,B1,Calle de Viena N 2,20060920,20061002,,355.7572,15,9,_,28,007,9__1__007__ac_2_IT_2_8_11823_*__TI_I_7,ac,1007202,VIENA-BUDAPEST,9__1__007_,9__1__007__1007202_2_IT_2,8_11823,8_11823_*,8_11823_
55,8_11883,20160622,8,11883,OLÍMPICO FCO.FDEZ.OCHOA-CAMPOS DE LA HUERTA,,S,,,,,,U,28,007,00701,0070101,02380,Calle, ,Olímpico Francisco Fernández Ochoa,N,13,,,28923,03,022,,T0078050,0070101011,7,5,B1,2,007-021,664,,559-3,2,3,20010621,19010101,,430801,4466191,T,,OLÍMPICO FCO.FDEZ.OCHOA-CAMPOS DE LA HUERTA,,,,1319,8,347444,92007,2,2,1,11883,*,,29,TI,I,OLÍMPICO FCO.FDEZ.OCHOA-CAMPOS DE LA HUERTA,28,007,ALCORCON,B1,Calle   Olímpico Francisco Fernández Ochoa N 13,20120423,20120511,,337.6496,15,9,_,28,007,9__2__007__-_2_IT_1_8_11883_*__TI_I_29,-,2007201,OLÍMPICO FCO.FDEZ.OCHOA-CAMPOS DE LA HUERTA,9__2__007_,9__2__007__2007201_2_IT_1,8_11883,8_11883_*,8_11883_
56,8_11884,20160622,8,11884,MARGARITA-AV.ALCALDE DE MOSTOLES,,S,,,,,,U,28,092,09201,0920101,A0225,Calle, ,Margarita,N,6,,,28933,02,038,,T092110,0920101063,7,5,B2,2,092-004,782,,558-4,2,3,20010621,19010101,,426823,4465744,T,,MARGARITA-AV.ALCALDE DE MOSTOLES,,,,4357,8,346969,94092,4,1,1,11884,*,,14,TI,I,MARGARITA-AV.ALCALDE DE MOSTOLES,28,092,MOSTOLES,B2,Calle   Margarita N 6,20110923,20120322,,364.8661,40,9,_,28,092,9__4__092__-_1_IT_1_8_11884_*__TI_I_14,-,4092101,MARGARITA-AV.ALCALDE DE MOSTOLES,9__4__092_,9__4__092__4092101_1_IT_1,8_11884,8_11884_*,8_11884_
57,8_12271,20160622,8,12271,AV.ESPAÑA-LOS OLMOS,,S,,,,,,U,28,080,08022,0802201,01280,Avda,,España,N,45,,,28220,02,001,,T080129,0802201001,9,6,B2,3,080-007,982,,,1,2,20010621,19010101,,426566,4480361,T,,AV.ESPAÑA-LOS OLMOS,,,,4267,8,352152,92080,2,1,1,12271,*,,14,TI,I,AV.ESPAÑA-LOS OLMOS,28,080,MAJADAHONDA,B2,Avda  España N 45,20140401,20140401,,302.4608,40,9,_,28,080,9__2__080__-_1_IT_1_8_12271_*__TI_I_14,-,2080101,AV.ESPAÑA-LOS OLMOS,9__2__080_,9__2__080__2080101_1_IT_1,8_12271,8_12271_*,8_12271_
58,8_11885,20160622,8,11885,MARGARITA-CRISANTEMO,,S,,,,,,U,28,092,09201,0920101,A0225,Calle, ,Margarita,N,9,,,28933,02,034,,T092113,0920101064,7,5,B2,2,092-004,782,,558-4,2,3,20010621,19010101,,426801,4465755,T,,MARGARITA-CRISANTEMO,,,,4358,8,346970,94092,4,2,1,11885,*,,4,TI,I,MARGARITA-CRISANTEMO,28,092,MOSTOLES,B2,Calle   Margarita N 9,20110923,20120322,,337.021,15,9,_,28,092,9__4__092__-_2_IT_1_8_11885_*__TI_I_4,-,4092201,MARGARITA-CRISANTEMO,9__4__092_,9__4__092__4092201_2_IT_1,8_11885,8_11885_*,8_11885_
59,8_11886,20160622,8,11886,AV.CARLOS V-INSTITUTO,,S,,,,,,U,28,092,09201,0920101,A0065,Avda,de,Carlos V,N,1,,,28936,03,026,,T0923331,0920101059,7,5,B2,2,092-020,798,,582-1,2,3,20010621,19010101,,427904,4464198,T,,AV.CARLOS V-INSTITUTO,,,,4359,8,348345,91092,1,1,1,11886,*,,17,TI,I,AV.CARLOS V-INSTITUTO,28,092,MOSTOLES,B2,Avda de Carlos V N 1,20120904,20120911,,264.435,13.36,9,_,28,092,9__1__092__-_1_IT_1_8_11886_*__TI_I_17,-,1092101,AV.CARLOS V-INSTITUTO,9__1__092_,9__1__092__1092101_1_IT_1,8_11886,8_11886_*,8_11886_
60,8_10513,20160622,8,10513,TEIDE-POL.IND.LA ESTACIÓN,,S,,,,,,U,28,058,05801,0580102,A0460,Calle,,Teide,N,4,,,28944,04,001,,T058577,,7,4,B2,3,058-025,700,,582-I,2,9,20010621,19010101,,431809,4459122,T,,TEIDE-POL.IND.LA ESTACIÓN,,,,3437,8,349543,93058,3,1,1,10513,B,,25,TI,I2,TEIDE-POL.IND.LA ESTACIÓN,28,058,FUENLABRADA,B2,Calle  Teide N 4,20130412,20130422,,294.2799,15,9,_,28,058,9__3__058__-_1_IT_1_8_10513_B__TI_I2_25,-,3058101,TEIDE-POL.IND.LA ESTACIÓN,9__3__058_,9__3__058__3058101_1_IT_1,8_10513,8_10513_B,8_10513_
61,8_12006,20160622,8,12006,AV.EUROPA-UNIVERSIDAD,,S,,,,,,U,28,007,00701,0070101,02609,Calle,de,Europa,N,2,,,28922,01,017,,T0078015,0070101029,7,5,B1,2,007-008,651,,559-3,2,3,20010621,19010101,,428351,4467217,T,,AV.EUROPA-UNIVERSIDAD,,,,1348,8,335267,91007,1,2,2,12006,*,,5,TI,I,AV.EUROPA-UNIVERSIDAD,28,007,ALCORCON,B1,Calle de Europa N 2,20060920,20061002,,504.7109,15,9,_,28,007,9__1__007__ac_2_IT_2_8_12006_*__TI_I_5,ac,1007202,AV.EUROPA-UNIVERSIDAD,9__1__007_,9__1__007__1007202_2_IT_2,8_12006,8_12006_*,8_12006_
62,8_08486,20160622,8,08486,CANTOS-POLIDEPORTIVO,,S,,,,,,U,28,007,00701,0070101,02370,Calle,de los,Cantos,N,23,,,28922,04,018,,T0078066,0070101014,7,5,B1,2,007-023,666,,559-3,2,3,20010621,19010101,,430034,4466220,T,,CANTOS-POLIDEPORTIVO,,,,1383,8,335266,91007,1,2,1,08486,*,,16,TI,I,CANTOS-POLIDEPORTIVO,28,007,ALCORCON,B1,Calle de los Cantos N 23,20060920,20061002,,368.0751,13.36,9,_,28,007,9__1__007__-_2_IT_1_8_08486_*__TI_I_16,-,1007201,CANTOS-POLIDEPORTIVO,9__1__007_,9__1__007__1007201_2_IT_1,8_08486,8_08486_*,8_08486_
63,8_10528,20160622,8,10528,RONDA VALDECARRIZO-IMPRENTA,,S,,,,,,U,28,903,90301,,00257,Ronda,de,Valdecarrizo,N,15,,,28790,01,,,,,6,7,B2,3,903-003,636,,534-I,2,3,20010621,19010101,,441316,4495554,T,,RONDA VALDECARRIZO-IMPRENTA,,,,6428,8,348402,93903,3,1,1,10528,*,,24,TI,I2,RONDA VALDECARRIZO-IMPRENTA,28,903,TRES CANTOS,B2,Ronda de Valdecarrizo N 15,20120911,20121101,,294.0734,-1,9,_,28,903,9__3__903__-_1_IT_1_8_10528_*__TI_I2_24,-,3903101,RONDA VALDECARRIZO-IMPRENTA,9__3__903_,9__3__903__3903101_1_IT_1,8_10528,8_10528_*,8_10528_
64,8_08482,20160622,8,08482,CANTOS-ZAMORA,,S,,,,,,U,28,007,00701,0070101,02370,Calle,de los,Cantos,N,8,,,28922,04,015,,T007573,0070101023,7,5,B1,2,007-018,661,,559-3,2,3,20010621,19010101,,429478,4466387,T,,CANTOS-ZAMORA,,,,1380,8,335266,91007,1,2,1,08482,*,,14,TI,I,CANTOS-ZAMORA,28,007,ALCORCON,B1,Calle de los Cantos N 8,20060920,20061002,,200.6909,15,9,_,28,007,9__1__007__-_2_IT_1_8_08482_*__TI_I_14,-,1007201,CANTOS-ZAMORA,9__1__007_,9__1__007__1007201_2_IT_1,8_08482,8_08482_*,8_08482_
65,8_08483,20160622,8,08483,CANTOS-MAYOR,,S,,,,,,U,28,007,00701,0070101,02370,Calle,de los,Cantos,N,12,,,28922,04,016,,T007591,0070101007,,5,B1,2,007-018,661,,559-3,2,3,20010621,19010101,,429749,4466317,T,,CANTOS-MAYOR,,,,1381,8,335266,91007,1,2,1,08483,*,,15,TI,I,CANTOS-MAYOR,28,007,ALCORCON,B1,Calle de los Cantos N 12,20060920,20061002,,353.832,13.36,9,_,28,007,9__1__007__-_2_IT_1_8_08483_*__TI_I_15,-,1007201,CANTOS-MAYOR,9__1__007_,9__1__007__1007201_2_IT_1,8_08483,8_08483_*,8_08483_
66,8_08493,20160622,8,08493,OLÍMPICO FCO.FDEZ.OCHOA-POLVORANCA,,S,,,,,,U,28,007,00701,0070101,02380,Calle, ,Olímpico Francisco Fernández Ochoa,N,13,,,28923,03,022,,T0078091,0070101024,7,5,B1,2,007-024,667,,559-3,2,3,20010621,19010101,,430820,4466184,T,,OLÍMPICO FCO.FDEZ.OCHOA-POLVORANCA,,,,1387,8,347443,92007,2,1,1,08493,*,,10,TI,I,OLÍMPICO FCO.FDEZ.OCHOA-POLVORANCA,28,007,ALCORCON,B1,Calle   Olímpico Francisco Fernández Ochoa N 13,20120423,20120511,,343.1008,15,9,_,28,007,9__2__007__-_1_IT_1_8_08493_*__TI_I_10,-,2007101,OLÍMPICO FCO.FDEZ.OCHOA-POLVORANCA,9__2__007_,9__2__007__2007101_1_IT_1,8_08493,8_08493_*,8_08493_
67,8_08498,20160622,8,08498,BETANZOS-MELONEROS,,S,,,,,,U,28,007,00701,0070101,00014,Calle,de,Betanzos,N,10,,,28925,02,013,,T007150,0070101020,7,5,B1,2,007-006,649,,559-3,2,3,20010621,19010101,,431153,4467810,T,,BETANZOS-MELONEROS,,,,1388,8,347444,92007,2,2,1,08498,*,,20,TI,I,BETANZOS-MELONEROS,28,007,ALCORCON,B1,Calle de Betanzos N 10,20120423,20120511,,269.7298,40,9,_,28,007,9__2__007__-_2_IT_1_8_08498_*__TI_I_20,-,2007201,BETANZOS-MELONEROS,9__2__007_,9__2__007__2007201_2_IT_1,8_08498,8_08498_*,8_08498_
68,8_11488,20160622,8,11488,CºTORRE-LAGUNAS DE PERALES,,S,,,,,,U,28,065,06504,0650499,A0787,Cmno,de la,Torre,N,3,,,28909,04,033,,T06551982,0650499999,7,4,B1,2,065-016,720,,582-2,2,3,20010621,19010101,,443525,4462032,T,,CºTORRE-LAGUNAS DE PERALES,,,,3826,8,349809,94065,4,1,1,11488,*,,19,TI,I,CºTORRE-LAGUNAS DE PERALES,28,065,GETAFE,B1,Cmno de la Torre N 3,20130607,20130701,,1847.5531,40,9,_,28,065,9__4__065__-_1_IT_1_8_11488_*__TI_I_19,-,4065101,CºTORRE-LAGUNAS DE PERALES,9__4__065_,9__4__065__4065101_1_IT_1,8_11488,8_11488_*,8_11488_
69,8_11487,20160622,8,11487,CºTORRE-LAGUNAS DE PERALES,,S,,,,,,U,28,065,06504,0650499,A0787,Cmno,de la,Torre,N,3,,,28909,04,033,,T06551758,0650499999,7,4,B1,2,065-016,720,,582-2,2,3,20010621,19010101,,443513,4462035,T,,CºTORRE-LAGUNAS DE PERALES,,,,3825,8,349810,94065,4,2,1,11487,*,,10,TI,I,CºTORRE-LAGUNAS DE PERALES,28,065,GETAFE,B1,Cmno de la Torre N 3,20130607,20130701,,3995.0594,40,9,_,28,065,9__4__065__-_2_IT_1_8_11487_*__TI_I_10,-,4065201,CºTORRE-LAGUNAS DE PERALES,9__4__065_,9__4__065__4065201_2_IT_1,8_11487,8_11487_*,8_11487_
